id	file_name	title	title_playlist	playlist	composer	year	year_truncated	tonality	tune_key	tune_mode	structure	num_bars	time_signature	cycle_fifths_order	style	musicbrainz_id	wikidata_id	wikidata_allmusic	wiki_link	wikidata_description	lyricist
830	dataset/jazz1350/On Broadway.xml	On Broadway	On Broadway [jazz1350]	jazz1350	Cynthia Weil	1963.0	1963.0	F major	F	major	AB	16.0	4/4	-1.0	Even 8ths	0485a995-6e14-37d5-aa4c-e285e7bf8cc3	Q7090922		https://en.wikipedia.org/wiki/On_Broadway_(song)	1963 single by The Drifters	
830	dataset/jazz1350/On Broadway.xml	On Broadway	On Broadway [jazz1350]	jazz1350	Jerry Leiber	1963.0	1963.0	F major	F	major	AB	16.0	4/4	-1.0	Even 8ths	0485a995-6e14-37d5-aa4c-e285e7bf8cc3	Q7090922		https://en.wikipedia.org/wiki/On_Broadway_(song)	1963 single by The Drifters	
830	dataset/jazz1350/On Broadway.xml	On Broadway	On Broadway [jazz1350]	jazz1350	Mike Stoller	1963.0	1963.0	F major	F	major	AB	16.0	4/4	-1.0	Even 8ths	0485a995-6e14-37d5-aa4c-e285e7bf8cc3	Q7090922		https://en.wikipedia.org/wiki/On_Broadway_(song)	1963 single by The Drifters	
831	dataset/jazz1350/On Green Dolphin Street.xml	On Green Dolphin Street	On Green Dolphin Street [jazz1350]	jazz1350	Bronisław Kaper	1947.0	1947.0	Eb major	Eb	major	ABAC	32.0	4/4	-3.0	Up Tempo Swing	39d87891-d664-3db0-a4a3-e5e3eabb72ba	Q2023627		https://en.wikipedia.org/wiki/On_Green_Dolphin_Street_(song)	song composed by Bronisław Kaper performed by Jimmy Dorsey	Ned Washington
832	dataset/jazz1350/On The Street Where You Live.xml	On The Street Where You Live	On The Street Where You Live [jazz1350]	jazz1350	Frederick Loewe	1956.0	1956.0	Bb major	Bb	major	AABA	64.0	4/4	-2.0	Medium Up Swing	e73e6567-ce0f-3469-a847-eb4f505c5dfc	Q1842371		https://en.wikipedia.org/wiki/On_the_Street_Where_You_Live	song with music by Frederick Loewe and lyrics by Alan Jay Lerner, from the 1956 Broadway musical, My Fair Lady	Alan Jay Lerner
833	dataset/jazz1350/On The Sunny Side Of The Street.xml	On The Sunny Side Of The Street	On The Sunny Side Of The Street [jazz1350]	jazz1350	Jimmy McHugh	1930.0	1930.0	C major	C	major	AABA	32.0	4/4	0.0	Medium Swing	2400c4d2-1bc7-3e06-a406-32dd7556fc2a	Q921669	mc0002416500	https://en.wikipedia.org/wiki/On_the_Sunny_Side_of_the_Street	"original show tune composed by Jimmy McHugh, lyrics by Dorothy Fields; from the 1930 musical ""Lew Leslie's International Revue"""	Dorothy Fields
834	dataset/jazz1350/On The Trail.xml	On The Trail	On The Trail [jazz1350]	jazz1350	Ferde Grofé	1931.0	1931.0	F major	F	major	A	16.0	4/4	-1.0	Medium Up Swing	8d6cf5c7-d492-472a-8973-f9adc20499c1					Harold Adamson
835	dataset/jazz1350/Once I Loved.xml	Once I Loved	Once I Loved [jazz1350]	jazz1350	Antônio Carlos Jobim	1963.0	1963.0	D minor	D	minor	AAB	44.0	4/4	-1.0	Bossa Nova	1bf276b7-498a-35bd-9dfc-fc66450260c1					Vinicius de Moraes
836	dataset/jazz1350/Once In A While.xml	Once In A While	Once In A While [jazz1350]	jazz1350	Michael Edwards	1937.0	1937.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Slow Swing	cf919275-effe-324f-8531-0fcc2624c44b	Q17041410		https://en.wikipedia.org/wiki/Once_in_a_While_(1937_song)	song performed by Tommy Dorsey	Bud Green
837	dataset/jazz1350/Once Upon A Summertime (La Valse Des Lilas).xml	Once Upon A Summertime (La Valse Des Lilas)	Once Upon A Summertime (La Valse Des Lilas) [jazz1350]	jazz1350	Eddie Barclay			F minor	F	minor	introABCD	41.0	3/4	-4.0	Waltz	3fdae5f1-6b19-3ad7-abc5-06d52440e43d	Q7091833		https://en.wikipedia.org/wiki/Once_Upon_a_Summertime	song performed by Barbra Streisand	Eddy Marnay
837	dataset/jazz1350/Once Upon A Summertime (La Valse Des Lilas).xml	Once Upon A Summertime (La Valse Des Lilas)	Once Upon A Summertime (La Valse Des Lilas) [jazz1350]	jazz1350	Michel Legrand			F minor	F	minor	introABCD	41.0	3/4	-4.0	Waltz	3fdae5f1-6b19-3ad7-abc5-06d52440e43d	Q7091833		https://en.wikipedia.org/wiki/Once_Upon_a_Summertime	song performed by Barbra Streisand	Eddy Marnay
838	dataset/jazz1350/One By One.xml	One By One	One By One [jazz1350]	jazz1350	Wayne Shorter	1963.0	1963.0	G minor	G	minor	introintroAABA	40.0	4/4	-2.0	Medium Up Swing	0941488e-dcd1-3ec5-b5a8-e9e455340307					
839	dataset/jazz1350/One Finger Snap.xml	One Finger Snap	One Finger Snap [jazz1350]	jazz1350	Herbie Hancock	1964.0	1964.0	Eb major	Eb	major	A	20.0	4/4	-3.0	Up Tempo Swing	c525203b-dee8-4035-aca5-c12a89b7f7b5					
840	dataset/jazz1350/One Foot In The Gutter.xml	One Foot In The Gutter	One Foot In The Gutter [jazz1350]	jazz1350	Clark Terry	1958.0	1958.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing						
841	dataset/jazz1350/One I Love (Belongs To Somebody Else), The.xml	One I Love (Belongs To Somebody Else), The	One I Love (Belongs To Somebody Else), The [jazz1350]	jazz1350	Isham Jones	1924.0	1924.0	G major	G	major	ABAC	32.0	4/4	1.0	Medium Swing						
842	dataset/jazz1350/One Morning In May.xml	One Morning In May	One Morning In May [jazz1350]	jazz1350	Hoagy Carmichael	1933.0	1933.0	D major	D	major	AABA	64.0	4/4	2.0	Up Tempo Swing	4da54672-d583-42d2-975c-4d1ad10d6f81					Mitchell Parish
843	dataset/jazz1350/One Note Samba.xml	One Note Samba	One Note Samba [jazz1350]	jazz1350	Antônio Carlos Jobim	1961.0	1961.0	Bb major	Bb	major	ABA	40.0	4/4	-2.0	Bossa Nova	ffe214ec-dbb5-32e7-8059-7eb6e00ff5c4					Jon Hendricks, Newton Mendonça
843	dataset/jazz1350/One Note Samba.xml	One Note Samba	One Note Samba [jazz1350]	jazz1350	Newton Mendonça	1961.0	1961.0	Bb major	Bb	major	ABA	40.0	4/4	-2.0	Bossa Nova	ffe214ec-dbb5-32e7-8059-7eb6e00ff5c4					Jon Hendricks, Newton Mendonça
844	dataset/jazz1350/Only Trust Your Heart.xml	Only Trust Your Heart	Only Trust Your Heart [jazz1350]	jazz1350	Benny Carter	1964.0	1964.0	C major	C	major	AABAC	40.0	4/4	0.0	Bossa Nova	3d1d305b-f09b-323b-89be-366750c43d95					
844	dataset/jazz1350/Only Trust Your Heart.xml	Only Trust Your Heart	Only Trust Your Heart [jazz1350]	jazz1350	Sammy Cahn	1964.0	1964.0	C major	C	major	AABAC	40.0	4/4	0.0	Bossa Nova	3d1d305b-f09b-323b-89be-366750c43d95					
845	dataset/jazz1350/Onmo.xml	Onmo	Onmo [jazz1350]	jazz1350	Kenny Wheeler	1996.0	1996.0	C# major	C#	major	A	16.0	4/4	-5.0	Medium Up Swing	dc8907d0-d4f0-4d3d-a514-0886474ae659					
846	dataset/jazz1350/Opener, The.xml	Opener, The	Opener, The [jazz1350]	jazz1350	Bill Evans			C major	C	major	ABAB	38.0	4/4	0.0	Medium Swing	e051c0cc-02b8-499d-9b6f-fead38891858					
847	dataset/jazz1350/Opus De Funk.xml	Opus De Funk	Opus De Funk [jazz1350]	jazz1350	Horace Silver	1953.0	1953.0	Bb major	Bb	major	A	12.0	4/4	-2.0	Up Tempo Swing	5372e41e-8abb-3c8c-a9b7-1734ee610b03					
848	dataset/jazz1350/Orange Colored Sky.xml	Orange Colored Sky	Orange Colored Sky [jazz1350]	jazz1350	Milton DeLugg	1950.0	1950.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing	8e32d70e-edb9-3b25-bb04-da99b90f3ae4					
848	dataset/jazz1350/Orange Colored Sky.xml	Orange Colored Sky	Orange Colored Sky [jazz1350]	jazz1350	William Stein	1950.0	1950.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing	8e32d70e-edb9-3b25-bb04-da99b90f3ae4					
849	dataset/jazz1350/Ornithology.xml	Ornithology	Ornithology [jazz1350]	jazz1350	Benny Harris	1946.0	1946.0	G major	G	major	ABAC	32.0	4/4	1.0	Up Tempo Swing	6c3b2860-0c5f-38fc-9e92-bc5765ec131f					
849	dataset/jazz1350/Ornithology.xml	Ornithology	Ornithology [jazz1350]	jazz1350	Charlie Parker	1946.0	1946.0	G major	G	major	ABAC	32.0	4/4	1.0	Up Tempo Swing	6c3b2860-0c5f-38fc-9e92-bc5765ec131f					
850	dataset/jazz1350/Our Delight.xml	Our Delight	Our Delight [jazz1350]	jazz1350	Tadd Dameron	1947.0	1947.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Medium Swing	d667490d-0af7-4672-a94d-98220f5c81a2					
851	dataset/jazz1350/Our Love is Here to Stay.xml	Our Love is Here to Stay	Our Love is Here to Stay [jazz1350]	jazz1350	George Gershwin	1938.0	1938.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Swing	32cf91d5-8d8b-35da-b162-1838a8942d3a	Q6690727		https://en.wikipedia.org/wiki/Love_Is_Here_to_Stay	"original song composed by George Gershwin with words by Ira Gershwin; from the 1938 movie ""The Goldwyn Follies"""	Ira Gershwin
852	dataset/jazz1350/Out Of Nowhere.xml	Out Of Nowhere	Out Of Nowhere [jazz1350]	jazz1350	Johnny Green	1931.0	1931.0	G major	G	major	ABAC	32.0	4/4	1.0	Medium Swing	77096652-447f-35a9-ae50-4c9df96d88d4	Q1143013		https://en.wikipedia.org/wiki/Out_of_Nowhere_(Johnny_Green_song)	song	Edward Heyman
853	dataset/jazz1350/Out Of This World.xml	Out Of This World	Out Of This World [jazz1350]	jazz1350	Harold Arlen	1944.0	1944.0	Eb major	Eb	major	AAB	50.0	4/4	-3.0	Latin	42fa85c9-389c-4d85-bab9-877daff7398a	Q7111637		https://en.wikipedia.org/wiki/Out_of_This_World_(Johnny_Mercer_song)	American popular song composed by Harold Arlen, with lyrics written by Johnny Mercer	Johnny Mercer
854	dataset/jazz1350/Over The Rainbow (Somewhere).xml	Over The Rainbow (Somewhere)	Over The Rainbow (Somewhere) [jazz1350]	jazz1350	Harold Arlen	1939.0	1939.0	Eb major	Eb	major	verseAABA	52.0	4/4	-3.0	Ballad	f8217125-b460-3902-8903-82979e3785ee	Q161402	mc0002377751	https://en.wikipedia.org/wiki/Over_the_Rainbow	song written and compsoed by E.Y. Harburg and Harold Arlen, originally recorded by Judy Garland in 1939	Yip Harburg
855	dataset/jazz1350/P.S. I Love You.xml	P.S. I Love You	P.S. I Love You [jazz1350]	jazz1350	Gordon Jenkins	1934.0	1934.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Ballad	e2351a44-bcbe-4b1f-b7b9-49cba0875cc9	Q7117082	mc0002419729	https://en.wikipedia.org/wiki/P.S._I_Love_You_(1934_song)	original song composed by Gordon Jenkins, lyrics by Johnny Mercer; first published in 1934	Johnny Mercer
856	dataset/jazz1350/Palo Alto.xml	Palo Alto	Palo Alto [jazz1350]	jazz1350	Lee Konitz	1959.0	1959.0	F major	F	major	ABA	32.0	4/4	-1.0	Up Tempo Swing	6fe50807-7c71-45c2-ac8a-c8db8a67ba04					
857	dataset/jazz1350/Pannonica.xml	Pannonica	Pannonica [jazz1350]	jazz1350	Thelonious Monk	1958.0	1958.0	C major	C	major	AABA	33.0	4/4	0.0	Ballad	dfe0854b-d1de-3b1a-b21c-a2d3971ab21b					
858	dataset/jazz1350/Paper Doll.xml	Paper Doll	Paper Doll [jazz1350]	jazz1350	Johnny S. Black	1915.0	1915.0	F major	F	major	A	16.0	4/4	-1.0	Slow Swing	ed63a1e5-cab4-3850-b5a3-f12577fe254b	Q1230583	mc0002433603	https://en.wikipedia.org/wiki/Paper_Doll_(Mills_Brothers_song)	song by The Mills Brothers	Johnny S. Black
859	dataset/jazz1350/Parisian Thoroughfare.xml	Parisian Thoroughfare	Parisian Thoroughfare [jazz1350]	jazz1350	Bud Powell	1953.0	1953.0	F major	F	major	AABA	32.0	4/4	-1.0	Up Tempo Swing	8f18d148-8be7-48e2-9c85-9d5109f47324					
860	dataset/jazz1350/Parker's Mood.xml	Parker's Mood	Parker's Mood [jazz1350]	jazz1350	Charlie Parker	1948.0	1948.0	Bb major	Bb	major	A	12.0	4/4	-2.0	Medium Swing	93618e9e-4bf8-3cd9-8b72-258750d4222c					
861	dataset/jazz1350/Party's Over, The.xml	Party's Over, The	Party's Over, The [jazz1350]	jazz1350	Styne-Comden-Green	1956.0	1956.0	Eb major	Eb	major	AB	36.0	4/4	-3.0	Ballad						
862	dataset/jazz1350/Passion Dance.xml	Passion Dance	Passion Dance [jazz1350]	jazz1350	McCoy Tyner	1967.0	1967.0	F major	F	major	AAB	32.0	4/4	-1.0	Up Tempo Swing	4e8506d4-6c8e-339a-940c-0156522f107a					
863	dataset/jazz1350/Passion Flower.xml	Passion Flower	Passion Flower [jazz1350]	jazz1350	Billy Strayhorn	1944.0	1944.0	G major	G	major	AABA	32.0	4/4	1.0	Ballad	867ff2bc-b318-4656-b6ce-f8cf8068feef					
864	dataset/jazz1350/Passport.xml	Passport	Passport [jazz1350]	jazz1350	Charlie Parker	1953.0	1953.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Up Tempo Swing	1ae041ab-ac5f-495d-8550-d80861d431fc	Q98687803			12-bar jazz blues, by Charlie Parker	
865	dataset/jazz1350/Peace.xml	Peace	Peace [jazz1350]	jazz1350	Horace Silver	1959.0	1959.0	Bb major	Bb	major	A	10.0	4/4	-2.0	Ballad	407c3890-535a-3140-b189-2800c632b3d6					
866	dataset/jazz1350/Peacocks, The.xml	Peacocks, The	Peacocks, The [jazz1350]	jazz1350	Jimmy Rowles	1975.0	1975.0	Bb minor	Bb	minor	AABA	32.0	4/4	-5.0	Ballad	f726a15f-4eff-30d4-91f3-ce1bcb721b5c					
867	dataset/jazz1350/Peel Me A Grape.xml	Peel Me A Grape	Peel Me A Grape [jazz1350]	jazz1350	Dave Frishberg	1962.0	1962.0	D minor	D	minor	AAB	40.0	4/4	-1.0	Slow Swing	f4325c52-b917-455f-a682-62eaaecb9efa					Dave Frishberg
868	dataset/jazz1350/Pennies From Heaven.xml	Pennies From Heaven	Pennies From Heaven [jazz1350]	jazz1350	Arthur Johnston	1936.0	1936.0	C major	C	major	AB	32.0	4/4	0.0	Medium Swing	749be9c3-84ef-3e48-8fa1-844e3de1e5ad	Q3110010	mc0002512730	https://en.wikipedia.org/wiki/Pennies_from_Heaven_(song)	1936 song by Arthur Johnston and Johnny Burke	Johnny Burke
869	dataset/jazz1350/Pensativa.xml	Pensativa	Pensativa [jazz1350]	jazz1350	Clare Fischer	1962.0	1962.0	F# major	F#	major	AAB	48.0	4/4	-6.0	Bossa Nova	e83beb4d-1861-336b-87e9-9a22dfc497c9					
870	dataset/jazz1350/Pent Up House.xml	Pent Up House	Pent Up House [jazz1350]	jazz1350	Sonny Rollins	1965.0	1965.0	G major	G	major	A	16.0	4/4	1.0	Up Tempo Swing	31f7ee8c-6750-4561-92bf-5361abfe313a					
871	dataset/jazz1350/Penthouse Serenade.xml	Penthouse Serenade	Penthouse Serenade [jazz1350]	jazz1350	Val Burton	1931.0	1931.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	8b208718-edf9-4ef9-93cf-8df2346c192e					
871	dataset/jazz1350/Penthouse Serenade.xml	Penthouse Serenade	Penthouse Serenade [jazz1350]	jazz1350	Will Jason	1931.0	1931.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	8b208718-edf9-4ef9-93cf-8df2346c192e					
872	dataset/jazz1350/People Will Say We're In Love.xml	People Will Say We're In Love	People Will Say We're In Love [jazz1350]	jazz1350	Richard Rodgers	1943.0	1943.0	C major	C	major	AABC	48.0	4/4	0.0	Medium Swing	eb81302f-93d7-366e-b7a7-ca9e136b9230	Q7165935	mc0002614304	https://en.wikipedia.org/wiki/People_Will_Say_We%27re_in_Love	"original show tune by Rodgers & Hammerstein; from the 1943 musical ""Oklahoma!""; duet song"	Oscar Hammerstein II
873	dataset/jazz1350/People.xml	People	People [jazz1350]	jazz1350	Jule Styne	1963.0	1963.0	Bb major	Bb	major	ABAC	46.0	4/4	-2.0	Ballad	17b574a0-14ec-3bc8-a324-c65d3f60d264	Q3899333		https://en.wikipedia.org/wiki/People_(Barbra_Streisand_song)	song written for the Broadway musical Funny Girl (1964)	Bob Merrill
874	dataset/jazz1350/Perdido.xml	Perdido	Perdido [jazz1350]	jazz1350	Juan Tizol	1942.0	1942.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Latin	48c04509-35d7-3b90-8978-a0663325ba95	Q1326494		https://en.wikipedia.org/wiki/Perdido_(song)	song	
875	dataset/jazz1350/Perhaps, Perhaps, Perhaps.xml	Perhaps, Perhaps, Perhaps	Perhaps, Perhaps, Perhaps [jazz1350]	jazz1350	Osvaldo Farrés	1948.0	1948.0	E minor	E	minor	AABA	32.0	4/4	1.0	Latin	8c4bb08e-0be6-39f4-a775-4a0c7aafab02					Joe Davis
876	dataset/jazz1350/Perhaps.xml	Perhaps	Perhaps [jazz1350]	jazz1350	Charlie Parker	1948.0	1948.0	C major	C	major	A	14.0	4/4	0.0	Up Tempo Swing	2d1d1a5c-f753-4e8e-93c9-2148e8a7b5da					
877	dataset/jazz1350/Peri's Scope.xml	Peri's Scope	Peri's Scope [jazz1350]	jazz1350	Bill Evans	1965.0	1965.0	C major	C	major	ABC	24.0	4/4	0.0	Medium Swing	5070b3ec-60b6-4ebe-a8aa-08225093406d					
878	dataset/jazz1350/Petit Fleur.xml	Petit Fleur	Petit Fleur [jazz1350]	jazz1350	Sidney Bechet			G minor	G	minor	ABCD	48.0	4/4	-2.0	Medium Swing	787cd673-7324-3dcc-8dc1-40b599dc9675	Q73155920			"French adaptation of the instrumental ""Petite Fleur"""	Fernand Bonifay
879	dataset/jazz1350/Pfrancing (No Blues).xml	Pfrancing (No Blues)	Pfrancing (No Blues) [jazz1350]	jazz1350	Miles Davis	1959.0	1959.0	F major	F	major	A	12.0	4/4	-1.0	Medium Swing						
880	dataset/jazz1350/Phase Dance.xml	Phase Dance	Phase Dance [jazz1350]	jazz1350	Lyle Mays	1979.0	1979.0	B minor	B	minor	AABA	32.0	4/4	2.0	Even 8ths	2b9fc5e4-a3d1-4bf5-99a3-7bad134f5ef7					
880	dataset/jazz1350/Phase Dance.xml	Phase Dance	Phase Dance [jazz1350]	jazz1350	Pat Metheny	1979.0	1979.0	B minor	B	minor	AABA	32.0	4/4	2.0	Even 8ths	2b9fc5e4-a3d1-4bf5-99a3-7bad134f5ef7					
881	dataset/jazz1350/Pick Yourself Up.xml	Pick Yourself Up	Pick Yourself Up [jazz1350]	jazz1350	Jerome Kern	1936.0	1936.0	F major	F	major	ABCA	32.0	4/4	-1.0	Medium Up Swing	40549881-f7d7-3504-89eb-d3e03f0ef6a3	Q7190725	mc0002382004	https://en.wikipedia.org/wiki/Pick_Yourself_Up	"original song composed by Jerome Kern, lyrics by Dorothy Fields; from the 1936 movie ""Swing Time"""	Dorothy Fields
882	dataset/jazz1350/Pink Panther, The.xml	Pink Panther, The	Pink Panther, The [jazz1350]	jazz1350	Henry Mancini	1963.0	1963.0	E minor	E	minor	AB	32.0	4/4	1.0	Medium Swing	42d59cc9-d67f-4781-9a2b-2bba29b460d8					
883	dataset/jazz1350/Pinocchio.xml	Pinocchio	Pinocchio [jazz1350]	jazz1350	Wayne Shorter	1968.0	1968.0	Eb minor	Eb	minor	A	18.0	4/4	-6.0	Up Tempo Swing	56b835d0-904b-4a22-855a-1bdc52fde958					
884	dataset/jazz1350/Played Twice.xml	Played Twice	Played Twice [jazz1350]	jazz1350	Thelonious Monk	1959.0	1959.0	C major	C	major	AB	16.0	4/4	0.0	Medium Swing	68cba0e7-4082-4f5f-b1d4-615608b459e0					
885	dataset/jazz1350/Poinciana.xml	Poinciana	Poinciana [jazz1350]	jazz1350	Nat Simon	1936.0	1936.0	D major	D	major	introintroAABA	48.0	4/4	2.0	Latin	06f1bf25-cf7f-3039-9aa4-7594fec0821a					Buddy Bernier
886	dataset/jazz1350/Polkadots And Moonbeams.xml	Polkadots And Moonbeams	Polkadots And Moonbeams [jazz1350]	jazz1350	Don van Vliet	1939.0	1939.0	F major	F	major	AABA	32.0	4/4	-1.0	Ballad	a1e9a754-cad3-35a6-b0ee-431c191630c6					Don van Vliet
887	dataset/jazz1350/Poor Butterfly.xml	Poor Butterfly	Poor Butterfly [jazz1350]	jazz1350	John Raymond Hubbell	1916.0	1916.0	Ab major	Ab	major	ABAC	32.0	4/4	-4.0	Ballad	54c0e90d-5493-4282-93f3-34eb984c5b9a	Q7228764		https://en.wikipedia.org/wiki/Poor_Butterfly	song composed by John Raymond Hubbell	John L. Golden
888	dataset/jazz1350/Portrait Of Jennie.xml	Portrait Of Jennie	Portrait Of Jennie [jazz1350]	jazz1350	J. Russel Robinson	1948.0	1948.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Ballad	d7ee3c14-bed1-4ca0-969d-97a73f0ab96d					Gordon Burdge
889	dataset/jazz1350/Preacher, The.xml	Preacher, The	Preacher, The [jazz1350]	jazz1350	Horace Silver	1955.0	1955.0	F major	F	major	A	16.0	4/4	-1.0	Medium Swing	5dbea680-ae2f-30ad-bcb0-178270584d23					Babs Gonzales
890	dataset/jazz1350/Prelude To A Kiss.xml	Prelude To A Kiss	Prelude To A Kiss [jazz1350]	jazz1350	Duke Ellington	1938.0	1938.0	C major	C	major	AABA	32.0	4/4	0.0	Ballad	6774a429-5d8e-350f-8117-0da310d29396	Q1579875		https://en.wikipedia.org/wiki/Prelude_to_a_Kiss_(song)	single by Duke Ellington	Irving Gordon, Irving Mills
891	dataset/jazz1350/Pretend.xml	Pretend	Pretend [jazz1350]	jazz1350	Cliff Parman	1952.0	1952.0	C major	C	major	AABA	32.0	4/4	0.0	Ballad	74ecad86-3924-3ef9-9208-6445c75ac4bc					Cliff Parman, Frank Lavere, Lew Douglas
891	dataset/jazz1350/Pretend.xml	Pretend	Pretend [jazz1350]	jazz1350	Dan Belloc	1952.0	1952.0	C major	C	major	AABA	32.0	4/4	0.0	Ballad	74ecad86-3924-3ef9-9208-6445c75ac4bc					Cliff Parman, Frank Lavere, Lew Douglas
891	dataset/jazz1350/Pretend.xml	Pretend	Pretend [jazz1350]	jazz1350	Frank Lavere	1952.0	1952.0	C major	C	major	AABA	32.0	4/4	0.0	Ballad	74ecad86-3924-3ef9-9208-6445c75ac4bc					Cliff Parman, Frank Lavere, Lew Douglas
891	dataset/jazz1350/Pretend.xml	Pretend	Pretend [jazz1350]	jazz1350	Lew Douglas	1952.0	1952.0	C major	C	major	AABA	32.0	4/4	0.0	Ballad	74ecad86-3924-3ef9-9208-6445c75ac4bc					Cliff Parman, Frank Lavere, Lew Douglas
892	dataset/jazz1350/Prism.xml	Prism	Prism [jazz1350]	jazz1350	Keith Jarrett	1979.0	1979.0	G minor	G	minor	AB	32.0	4/4	-2.0	Ballad	9a3c0db7-cfa5-41e1-b37f-1744381f9e39					
893	dataset/jazz1350/Progression.xml	Progression	Progression [jazz1350]	jazz1350	Lee Konitz	1955.0	1955.0	F major	F	major	ABCA	32.0	4/4	-1.0	Up Tempo Swing	37587eb9-1bab-4369-8795-f1cf231b8251					
894	dataset/jazz1350/Punjab.xml	Punjab	Punjab [jazz1350]	jazz1350	Joe Henderson			C major	C	major	introAB	22.0	4/4	0.0	Medium Swing	8960cd84-1249-4f1a-b037-b63f73ccd53c					
895	dataset/jazz1350/Pure Imagination.xml	Pure Imagination	Pure Imagination [jazz1350]	jazz1350	Anthony Newley	1970.0	1970.0	Eb major	Eb	major	AABA	35.0	4/4	-3.0	Ballad	6d981153-676f-3d22-9c33-2defd8e78699	Q7261099		https://en.wikipedia.org/wiki/Pure_Imagination	song	
895	dataset/jazz1350/Pure Imagination.xml	Pure Imagination	Pure Imagination [jazz1350]	jazz1350	Leslie Bricusse	1970.0	1970.0	Eb major	Eb	major	AABA	35.0	4/4	-3.0	Ballad	6d981153-676f-3d22-9c33-2defd8e78699	Q7261099		https://en.wikipedia.org/wiki/Pure_Imagination	song	
896	dataset/jazz1350/Put On A Happy Face.xml	Put On A Happy Face	Put On A Happy Face [jazz1350]	jazz1350	Charles Strouse	1960.0	1960.0	Eb major	Eb	major	ABCD	32.0	4/4	-3.0	Medium Swing	ab1b0bcb-07db-31cb-8a2c-07c980f1e56c					Lee Adams
897	dataset/jazz1350/Puttin' On The Ritz.xml	Puttin' On The Ritz	Puttin' On The Ritz [jazz1350]	jazz1350	Irving Berlin	1927.0	1927.0	F minor	F	minor	verseAABA	48.0	4/4	-4.0	Medium Swing	0c097b16-603e-3dfa-ac5c-775e3dcd3dfe	Q943316		https://en.wikipedia.org/wiki/Puttin%27_On_the_Ritz	1929 song written by Irving Berlin	Irving Berlin
898	dataset/jazz1350/Quasimodo (Blowing Changes).xml	Quasimodo (Blowing Changes)	Quasimodo (Blowing Changes) [jazz1350]	jazz1350	Charlie Parker			Eb major	Eb	major	AB	32.0	4/4	-3.0	Medium Swing	b8a3ccee-a5f0-369b-838c-344e262bd30a					
899	dataset/jazz1350/Quasimodo (Theme).xml	Quasimodo (Theme)	Quasimodo (Theme) [jazz1350]	jazz1350	Charlie Parker			Eb major	Eb	major	AB	35.0	4/4	-3.0	Medium Swing	b8a3ccee-a5f0-369b-838c-344e262bd30a					
900	dataset/jazz1350/Questar.xml	Questar	Questar [jazz1350]	jazz1350	Keith Jarrett	1977.0	1977.0	Bb major	Bb	major	AABCD	39.0	4/4	-2.0	Even 8ths	addfcc01-f994-4b5b-a223-7e9aebef69f1					
901	dataset/jazz1350/Question And Answer.xml	Question And Answer	Question And Answer [jazz1350]	jazz1350	Pat Metheny	1991.0	1991.0	D minor	D	minor	AABA	56.0	3/4	-1.0	Waltz	6ae0f429-cd54-3ac2-b635-9eae6375ecb0					
902	dataset/jazz1350/Quiet Now.xml	Quiet Now	Quiet Now [jazz1350]	jazz1350	Denny Zeitlin	1963.0	1963.0	C major	C	major	ABCA	34.0	4/4	0.0	Ballad	52c3bd6b-1937-3cc2-b57c-b32daefc9149					
903	dataset/jazz1350/Raincheck.xml	Raincheck	Raincheck [jazz1350]	jazz1350	Billy Strayhorn			F major	F	major	ABAC	32.0	4/4	-1.0	Medium Swing	968490df-ed69-4637-913f-48f31ea62594					
904	dataset/jazz1350/Re Person I Knew.xml	Re Person I Knew	Re Person I Knew [jazz1350]	jazz1350	Bill Evans	1962.0	1962.0	C major	C	major	A	16.0	4/4	0.0	Medium Swing	2cb51d37-f316-46d3-b168-8ac321534e4b					
905	dataset/jazz1350/Recado Bossa Nova.xml	Recado Bossa Nova	Recado Bossa Nova [jazz1350]	jazz1350	Djalma Ferreira			G minor	G	minor	AAB	40.0	4/4	-2.0	Bossa Nova						
906	dataset/jazz1350/Recordame.xml	Recordame	Recordame [jazz1350]	jazz1350	Joe Henderson	1963.0	1963.0	A minor	A	minor	A	16.0	4/4	0.0	Bossa Nova						
907	dataset/jazz1350/Red Top.xml	Red Top	Red Top [jazz1350]	jazz1350	Ben Kynard	1947.0	1947.0	G major	G	major	A	12.0	4/4	1.0	Medium Swing	b74696a1-c423-3519-8af3-40d2266f39ad					
907	dataset/jazz1350/Red Top.xml	Red Top	Red Top [jazz1350]	jazz1350	Lionel Hampton	1947.0	1947.0	G major	G	major	A	12.0	4/4	1.0	Medium Swing	b74696a1-c423-3519-8af3-40d2266f39ad					
