id	file_name	title	title_playlist	tune_mode	year	tune_id	section_name	section_id	chords
23	dataset/jazz1350/A Blossom Fell.xml	A Blossom Fell	A Blossom Fell [jazz1350]	major		7	A	1	C C#dim Dm G7 G7 C C Ebdim Dm G7 Dm G7 C C#dim G7 G7
24	dataset/jazz1350/A Blossom Fell.xml	A Blossom Fell	A Blossom Fell [jazz1350]	major		7	B	2	C C#dim Dm G7 G7 C C7 F C Dm C C7 F Fm C Ebdim Dm G7 C Dm G7
25	dataset/jazz1350/A Certain Smile.xml	A Certain Smile	A Certain Smile [jazz1350]	major		8	A	1	Dm G7 C C Dm G7 C C
26	dataset/jazz1350/A Certain Smile.xml	A Certain Smile	A Certain Smile [jazz1350]	major		8	B	2	Bm E7 Am D7 G Am D7 Dm G7 C G7
27	dataset/jazz1350/A Certain Smile.xml	A Certain Smile	A Certain Smile [jazz1350]	major		8	A	3	Dm G7 C C Dm G7 C C
28	dataset/jazz1350/A Certain Smile.xml	A Certain Smile	A Certain Smile [jazz1350]	major		8	C	4	E F A7 Dm Fm E7 C Am Dm G7 C C
29	dataset/jazz1350/A Child Is Born.xml	A Child Is Born	A Child Is Born [jazz1350]	major		9	A	1	C Fm C Fm C Fm Bm7b5 E7 Am E7 Am E7 Am D7 G7sus4 G7
30	dataset/jazz1350/A Child Is Born.xml	A Child Is Born	A Child Is Born [jazz1350]	major		9	B	2	C Fm C Fm C E7 F Bb7 C Ab Am D7 G7sus4 G7
31	dataset/jazz1350/A Felicidade.xml	A Felicidade	A Felicidade [jazz1350]	minor		10	A	1	Am Am C C Em B7 Em A7 Dm G7
32	dataset/jazz1350/A Felicidade.xml	A Felicidade	A Felicidade [jazz1350]	minor		10	A	2	Am Am C C Em B7 Em A7 Dm G7
33	dataset/jazz1350/A Felicidade.xml	A Felicidade	A Felicidade [jazz1350]	minor		10	B	3	C C Bm7b5 E7 Am Am Gm C7 F Dm Am D7 Am Bm7b5 E7 Am G7
34	dataset/jazz1350/A Felicidade.xml	A Felicidade	A Felicidade [jazz1350]	minor		10	C	4	C F7 C C Gm C7 F F Dm G7 C C F#m7b5 B7 Em A7 Dm G7
35	dataset/jazz1350/A Felicidade.xml	A Felicidade	A Felicidade [jazz1350]	minor		10	D	5	Am Am D7 Dm Am Bm7b5 E7 Am Am
36	dataset/jazz1350/A Fine Romance.xml	A Fine Romance	A Fine Romance [jazz1350]	major		11	A	1	C C#dim Dm Ebdim Em Am Dm G7
37	dataset/jazz1350/A Fine Romance.xml	A Fine Romance	A Fine Romance [jazz1350]	major		11	B	2	C Ebdim Dm G7 Em A7 D7 G7
38	dataset/jazz1350/A Fine Romance.xml	A Fine Romance	A Fine Romance [jazz1350]	major		11	A	3	C C#dim Dm Ebdim Em Am Dm G7
39	dataset/jazz1350/A Fine Romance.xml	A Fine Romance	A Fine Romance [jazz1350]	major		11	C	4	C C7 F F#m7b5 B7 Em A7 Dm G7 C Dm G7
40	dataset/jazz1350/A Flower Is A Lovesome Thing.xml	A Flower Is A Lovesome Thing	A Flower Is A Lovesome Thing [jazz1350]	major		12	A	1	Bb7 Bb7 Bb7 Bb7 A7 D7 G7 C7 C# D7 C# C
41	dataset/jazz1350/A Flower Is A Lovesome Thing.xml	A Flower Is A Lovesome Thing	A Flower Is A Lovesome Thing [jazz1350]	major		12	A	2	Bb7 Bb7 Bb7 Bb7 A7 D7 G7 C7 C# D7 C# C
42	dataset/jazz1350/A Flower Is A Lovesome Thing.xml	A Flower Is A Lovesome Thing	A Flower Is A Lovesome Thing [jazz1350]	major		12	B	3	Dm G7 C Ebm Ab7 C# Gm7b5 C7 C# G7 F#7 F G7
43	dataset/jazz1350/A Flower Is A Lovesome Thing.xml	A Flower Is A Lovesome Thing	A Flower Is A Lovesome Thing [jazz1350]	major		12	A	4	Bb7 Bb7 Bb7 Bb7 A7 D7 G7 C7 C# D7 C# C
44	dataset/jazz1350/A Foggy Day.xml	A Foggy Day	A Foggy Day [jazz1350]	major		13	A	1	C C#dim Dm G7 C Am7b5 D7 G7
45	dataset/jazz1350/A Foggy Day.xml	A Foggy Day	A Foggy Day [jazz1350]	major		13	B	2	C Gm C7 F Bb7 Em A7 D7 G7
46	dataset/jazz1350/A Foggy Day.xml	A Foggy Day	A Foggy Day [jazz1350]	major		13	A	3	C C#dim Dm G7 C Am7b5 D7 G7
47	dataset/jazz1350/A Foggy Day.xml	A Foggy Day	A Foggy Day [jazz1350]	major		13	C	4	Gm C7 F Bb7 C Dm Em Fm Em A7 Dm G7 C Dm G7
48	dataset/jazz1350/A Ghost Of A Chance.xml	A Ghost Of A Chance	A Ghost Of A Chance [jazz1350]	major		14	A	1	C C#7 Gm C7 Fm Bb7 Em Ebdim Dm G7 E7 A7 Dm G7
49	dataset/jazz1350/A Ghost Of A Chance.xml	A Ghost Of A Chance	A Ghost Of A Chance [jazz1350]	major		14	A	2	C C#7 Gm C7 Fm Bb7 Em Ebdim Dm G7 C Em7b5 A7
50	dataset/jazz1350/A Ghost Of A Chance.xml	A Ghost Of A Chance	A Ghost Of A Chance [jazz1350]	major		14	B	3	Dm G7 C G7 C Am F#m7b5 B7 Em A7 Dm G7
51	dataset/jazz1350/A Ghost Of A Chance.xml	A Ghost Of A Chance	A Ghost Of A Chance [jazz1350]	major		14	A	4	C C#7 Gm C7 Fm Bb7 Em Ebdim Dm G7 C Am Dm G7
52	dataset/jazz1350/A Kiss To Build A Dream On.xml	A Kiss To Build A Dream On	A Kiss To Build A Dream On [jazz1350]	major		15	A	1	C G C Ebdim G7 C#dim G7 C#dim G7 C#dim G7 Dm G7 C D7 G
53	dataset/jazz1350/A Kiss To Build A Dream On.xml	A Kiss To Build A Dream On	A Kiss To Build A Dream On [jazz1350]	major		15	A	2	C G C Ebdim G7 C#dim G7 C#dim G7 C#dim G7 Dm G7 C Dm Ebdim C
54	dataset/jazz1350/A Kiss To Build A Dream On.xml	A Kiss To Build A Dream On	A Kiss To Build A Dream On [jazz1350]	major		15	B	3	Fm Bb7 Eb Edim Fm Bb7 Eb Dm7b5 G7 Cm Cm Am D7 Dm G7
55	dataset/jazz1350/A Kiss To Build A Dream On.xml	A Kiss To Build A Dream On	A Kiss To Build A Dream On [jazz1350]	major		15	A	4	C Dm Em Ebdim G7 C#dim G7 C#dim G7 C#dim G7 Dm G7 C C
56	dataset/jazz1350/A Little Tear.xml	A Little Tear	A Little Tear [jazz1350]	major		16	A	1	D7 Dm C C Dm Dm C A7 D7 Dm C C Dm Dm C C
57	dataset/jazz1350/A Little Tear.xml	A Little Tear	A Little Tear [jazz1350]	major		16	B	2	Em Em D D Em Em Bb7sus4 E D7sus4 D7 G7sus4 G7 Em7b5 A7sus4 A7 Dm G7sus4 G7 C G7sus4
58	dataset/jazz1350/A Lovely Way To Spend An Evening.xml	A Lovely Way To Spend An Evening	A Lovely Way To Spend An Evening [jazz1350]	major		17	A	1	F Dm G7 Em Am Dm G7 C Gm C7
59	dataset/jazz1350/A Lovely Way To Spend An Evening.xml	A Lovely Way To Spend An Evening	A Lovely Way To Spend An Evening [jazz1350]	major		17	A	2	F Dm G7 Em Am Dm G7 C Gm C7
60	dataset/jazz1350/A Lovely Way To Spend An Evening.xml	A Lovely Way To Spend An Evening	A Lovely Way To Spend An Evening [jazz1350]	major		17	B	3	F Bb7 Em Am Dm G7 C Bm7b5 E7 Am D7 G7 Gm C7
61	dataset/jazz1350/A Lovely Way To Spend An Evening.xml	A Lovely Way To Spend An Evening	A Lovely Way To Spend An Evening [jazz1350]	major		17	A	4	F Dm G7 Em Am Dm G7 C Gm C7
62	dataset/jazz1350/A Night In Tunisia.xml	A Night In Tunisia	A Night In Tunisia [jazz1350]	minor		18	A	1	Bb7 Am Bb7 Am Bb7 Am Bm7b5 E7 Am
63	dataset/jazz1350/A Night In Tunisia.xml	A Night In Tunisia	A Night In Tunisia [jazz1350]	minor		18	A	2	Bb7 Am Bb7 Am Bb7 Am Bm7b5 E7 Am
64	dataset/jazz1350/A Night In Tunisia.xml	A Night In Tunisia	A Night In Tunisia [jazz1350]	minor		18	B	3	Em7b5 A7 Dm Dm Dm7b5 G7 C Bm7b5 E7
65	dataset/jazz1350/A Night In Tunisia.xml	A Night In Tunisia	A Night In Tunisia [jazz1350]	minor		18	A	4	Bb7 Am Bb7 Am Bb7 Am Bm7b5 E7 Am
66	dataset/jazz1350/A Night In Tunisia.xml	A Night In Tunisia	A Night In Tunisia [jazz1350]	minor		18	C	5	Bm7b5 Bm7b5 Bb7 Bb7 Am Am D7 D7 Dm Dm C#7 C#7 C C Bm7b5 E7
67	dataset/jazz1350/A Nightingale Sang In Berkeley Square.xml	A Nightingale Sang In Berkeley Square	A Nightingale Sang In Berkeley Square [jazz1350]	major		19	A	1	C Am Em Gm C7 F Bm7b5 E7 Am Fm C Dm C Fm Bb7 C Am Dm G7 C Am Dm G7
68	dataset/jazz1350/A Nightingale Sang In Berkeley Square.xml	A Nightingale Sang In Berkeley Square	A Nightingale Sang In Berkeley Square [jazz1350]	major		19	A	2	C Am Em Gm C7 F Bm7b5 E7 Am Fm C Dm C Fm Bb7 C Am Dm G7 C F#m7b5 B7
69	dataset/jazz1350/A Nightingale Sang In Berkeley Square.xml	A Nightingale Sang In Berkeley Square	A Nightingale Sang In Berkeley Square [jazz1350]	major		19	B	3	E C#m F#m B7 Abm Gdim F#m B7 E C#m F#m B7 Abm C#m Dm G7
70	dataset/jazz1350/A Nightingale Sang In Berkeley Square.xml	A Nightingale Sang In Berkeley Square	A Nightingale Sang In Berkeley Square [jazz1350]	major		19	A	4	C Am Em Gm C7 F Bm7b5 E7 Am Fm C Dm C Fm Bb7 C Am Dm G7 C Am Dm G7
71	dataset/jazz1350/A Pretty Girl Is Like A Melody.xml	A Pretty Girl Is Like A Melody	A Pretty Girl Is Like A Melody [jazz1350]	major		20	A	1	D7 Eb7 D7 Dm G7 B C B C C C Gm C7 F Bb7 C D7 D7 G7 G7 F7 E7 Eb7
72	dataset/jazz1350/A Pretty Girl Is Like A Melody.xml	A Pretty Girl Is Like A Melody	A Pretty Girl Is Like A Melody [jazz1350]	major		20	B	2	D7 Eb7 D7 Dm G7 B C Gm C7 F A7 Dm F#m B7 E7 Em A7 Dm Dm Ab7 G7 C Dm G7
73	dataset/jazz1350/A Sleepin' Bee.xml	A Sleepin' Bee	A Sleepin' Bee [jazz1350]	major		21	A	1	C G7sus4 C G7sus4 C F#7 F Bb7sus4 C F7 E7 A7 Dm Ab7 G7 F7
74	dataset/jazz1350/A Sleepin' Bee.xml	A Sleepin' Bee	A Sleepin' Bee [jazz1350]	major		21	B	2	E7 E7 A7 A7 D7 D7 G7 G7 C7 C7 F7 Dm Em F F#dim G7sus4 G7
75	dataset/jazz1350/A Sleepin' Bee.xml	A Sleepin' Bee	A Sleepin' Bee [jazz1350]	major		21	A	3	C G7sus4 C G7sus4 C F#7 F Bb7sus4 C F7 E7 A7 Dm Ab7 G7 F7
76	dataset/jazz1350/A Sleepin' Bee.xml	A Sleepin' Bee	A Sleepin' Bee [jazz1350]	major		21	C	4	E7 E7 A7 A7 D7 D7 G7 G7 C F E7 A7 D7 G7 E7 A7 D7 G7sus4 G7 C Eb Ab C#
77	dataset/jazz1350/A Smooth One.xml	A Smooth One	A Smooth One [jazz1350]	major		22	A	1	F#dim F C C F#dim F C C F#dim F C C D7 G7 C
78	dataset/jazz1350/A Smooth One.xml	A Smooth One	A Smooth One [jazz1350]	major		22	A	2	F#dim F C C F#dim F C C F#dim F C C D7 G7 C C7
79	dataset/jazz1350/A Smooth One.xml	A Smooth One	A Smooth One [jazz1350]	major		22	B	3	F F#dim C Gm C7 F F#dim C A7 Dm7b5 G7
80	dataset/jazz1350/A Smooth One.xml	A Smooth One	A Smooth One [jazz1350]	major		22	A	4	F#dim F C C F#dim F C C F#dim F C C D7 G7 C
81	dataset/jazz1350/A Sound For Sore Ears.xml	A Sound For Sore Ears	A Sound For Sore Ears [jazz1350]	major		23	A	1	G7sus4 G7sus4 G7sus4 G7sus4 G7sus4 G7sus4 G7sus4 G7sus4
82	dataset/jazz1350/A Sound For Sore Ears.xml	A Sound For Sore Ears	A Sound For Sore Ears [jazz1350]	major		23	B	2	E7sus4 E7sus4 E7sus4 E7sus4 E7sus4 E7sus4 E7sus4 E7sus4
83	dataset/jazz1350/A Sound For Sore Ears.xml	A Sound For Sore Ears	A Sound For Sore Ears [jazz1350]	major		23	C	3	Abm C#7 F# Gm C7 F F D B Ab
84	dataset/jazz1350/A Sunday Kind Of Love.xml	A Sunday Kind Of Love	A Sunday Kind Of Love [jazz1350]	major		24	A	1	C C#dim Dm G7 Em A7 F Fm Em A7 Dm G7 C Am7b5 Dm Ab7 G7
85	dataset/jazz1350/A Sunday Kind Of Love.xml	A Sunday Kind Of Love	A Sunday Kind Of Love [jazz1350]	major		24	A	2	C C#dim Dm G7 Em A7 F Fm Em A7 Dm G7 C C
86	dataset/jazz1350/A Sunday Kind Of Love.xml	A Sunday Kind Of Love	A Sunday Kind Of Love [jazz1350]	major		24	B	3	Gm C7 Gm C7 F C7 F D7 Am D7 G7 C#dim Dm
87	dataset/jazz1350/A Sunday Kind Of Love.xml	A Sunday Kind Of Love	A Sunday Kind Of Love [jazz1350]	major		24	A	4	C C#dim Dm G7 Em A7 F Fm Em A7 Dm G7 C Dm Fm C
88	dataset/jazz1350/A Taste Of Honey.xml	A Taste Of Honey	A Taste Of Honey [jazz1350]	minor		25	A	1	Am Am Am D7 Am Am Am D7 Am Am F Em Am Am
89	dataset/jazz1350/A Taste Of Honey.xml	A Taste Of Honey	A Taste Of Honey [jazz1350]	minor		25	B	2	Am D7 Am D7 F Em Am Bm7b5 E7
90	dataset/jazz1350/A Time For Love.xml	A Time For Love	A Time For Love [jazz1350]	major		26	A	1	C Bb7 C D7 Dm Dm Bm E7 Bm7b5 E7
91	dataset/jazz1350/A Time For Love.xml	A Time For Love	A Time For Love [jazz1350]	major		26	B	2	Am Bb7 C7 D7 Dm Dm Bm E7 Bm7b5 E7
92	dataset/jazz1350/A Time For Love.xml	A Time For Love	A Time For Love [jazz1350]	major		26	C	3	Am E7 Am D7 G B7 Em E7 Am Gm F#m7b5 B7 Abm C#m Dm G7
93	dataset/jazz1350/A Time For Love.xml	A Time For Love	A Time For Love [jazz1350]	major		26	D	4	C Bm7b5 E7 Am D7 Dm Dm Bm E7 Bm7b5 E7 Am D7 Dm G7 C G7sus4
94	dataset/jazz1350/A Tisket A Tasket.xml	A Tisket A Tasket	A Tisket A Tasket [jazz1350]	major		27	A	1	C C C F Em A7 Dm G7 Dm G7 C G7
95	dataset/jazz1350/A Tisket A Tasket.xml	A Tisket A Tasket	A Tisket A Tasket [jazz1350]	major		27	A	2	C C C F Em A7 Dm G7 Dm G7 C C7
96	dataset/jazz1350/A Tisket A Tasket.xml	A Tisket A Tasket	A Tisket A Tasket [jazz1350]	major		27	B	3	F Fm C C7 F Fm Em A7 Dm G7
97	dataset/jazz1350/A Tisket A Tasket.xml	A Tisket A Tasket	A Tisket A Tasket [jazz1350]	major		27	A	4	C C C F Em A7 Dm G7 Dm G7 C
98	dataset/jazz1350/A Weaver Of Dreams.xml	A Weaver Of Dreams	A Weaver Of Dreams [jazz1350]	major		28	A	1	C C Bm7b5 E7 Am Am Gm C7
99	dataset/jazz1350/A Weaver Of Dreams.xml	A Weaver Of Dreams	A Weaver Of Dreams [jazz1350]	major		28	B	2	F Bb7 Em A7 D7 D7 Dm G7
100	dataset/jazz1350/A Weaver Of Dreams.xml	A Weaver Of Dreams	A Weaver Of Dreams [jazz1350]	major		28	A	3	C C Bm7b5 E7 Am Am Gm C7
101	dataset/jazz1350/A Weaver Of Dreams.xml	A Weaver Of Dreams	A Weaver Of Dreams [jazz1350]	major		28	C	4	F Bb7 Em Ebm Ab7 Dm G7 C Dm G7
102	dataset/jazz1350/A Wonderful Day Like Today.xml	A Wonderful Day Like Today	A Wonderful Day Like Today [jazz1350]	major		29	A	1	C C C C C C Dm G7 Dm G7 Em A7 F D7 Dm G7
103	dataset/jazz1350/A Wonderful Day Like Today.xml	A Wonderful Day Like Today	A Wonderful Day Like Today [jazz1350]	major		29	A	2	C C C C C C Dm G7 Dm G7 Em A7 F Dm G7 C Dm Ebdim E7
104	dataset/jazz1350/A Wonderful Day Like Today.xml	A Wonderful Day Like Today	A Wonderful Day Like Today [jazz1350]	major		29	B	3	F F F F7 F#dim C Dm G7 C C7 F F F#m7b5 B7 Em A7 D7 G7
105	dataset/jazz1350/A Wonderful Day Like Today.xml	A Wonderful Day Like Today	A Wonderful Day Like Today [jazz1350]	major		29	A	4	C C C C C C Dm G7 Dm G7 Em A7 F E7 Am D7 Dm G7 C Dm G7
106	dataset/jazz1350/Ablution.xml	Ablution	Ablution [jazz1350]	major		30	A	1	Am Dm G7 C F B7 E E
107	dataset/jazz1350/Ablution.xml	Ablution	Ablution [jazz1350]	major		30	B	2	Em Am D7 G7 C F#7 B B
108	dataset/jazz1350/Ablution.xml	Ablution	Ablution [jazz1350]	major		30	C	3	C#m F#7 B B Bbm Eb7 Ab E7
109	dataset/jazz1350/Ablution.xml	Ablution	Ablution [jazz1350]	major		30	D	4	Am Dm G7 C F Bb7 Em Ebdim Dm C# C E7
110	dataset/jazz1350/Ac-Cent-Tchu-Ate The Positive.xml	Ac-Cent-Tchu-Ate The Positive	Ac-Cent-Tchu-Ate The Positive [jazz1350]	major		31	A	1	C C C C Dm G7 C C C C Dm G7 C G7
111	dataset/jazz1350/Ac-Cent-Tchu-Ate The Positive.xml	Ac-Cent-Tchu-Ate The Positive	Ac-Cent-Tchu-Ate The Positive [jazz1350]	major		31	A	2	C C C C Dm G7 C C C C Dm G7 C G7
112	dataset/jazz1350/Ac-Cent-Tchu-Ate The Positive.xml	Ac-Cent-Tchu-Ate The Positive	Ac-Cent-Tchu-Ate The Positive [jazz1350]	major		31	B	3	C C7 F Dm G7 C G7 C A7 D7 G7
113	dataset/jazz1350/Ac-Cent-Tchu-Ate The Positive.xml	Ac-Cent-Tchu-Ate The Positive	Ac-Cent-Tchu-Ate The Positive [jazz1350]	major		31	A	4	C C C C Dm G7 C C C C Dm G7 C G7
114	dataset/jazz1350/Across The Alley From The Alamo.xml	Across The Alley From The Alamo	Across The Alley From The Alamo [jazz1350]	major		32	A	1	C C C C G7 G7 Dm G7 C
115	dataset/jazz1350/Across The Alley From The Alamo.xml	Across The Alley From The Alamo	Across The Alley From The Alamo [jazz1350]	major		32	A	2	C C C C G7 G7 Dm G7 C
116	dataset/jazz1350/Across The Alley From The Alamo.xml	Across The Alley From The Alamo	Across The Alley From The Alamo [jazz1350]	major		32	B	3	F C F Fm C E7 Am D7 D7 G7
117	dataset/jazz1350/Across The Alley From The Alamo.xml	Across The Alley From The Alamo	Across The Alley From The Alamo [jazz1350]	major		32	A	4	C C C C G7 G7 Dm G7 C
118	dataset/jazz1350/Adam's Apple.xml	Adam's Apple	Adam's Apple [jazz1350]	major		33	A	1	C7 C7 C7 C7 C7 C7 C7 C7 Bb7 Bb7 Bb7 Bb7 C7 C7 C7 C7 Cm F7 Dm G7 C7 C7 C7 C7
119	dataset/jazz1350/African Queen, The.xml	African Queen, The	African Queen, The [jazz1350]	minor		34	A	1	Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7
120	dataset/jazz1350/African Queen, The.xml	African Queen, The	African Queen, The [jazz1350]	minor		34	A	2	Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7 Am Bb7
121	dataset/jazz1350/African Queen, The.xml	African Queen, The	African Queen, The [jazz1350]	minor		34	B	3	G7 F#7 F7 E7 Am Bb7 Am Bb7 Am Bb7 Am Bb7
122	dataset/jazz1350/Afro Blue.xml	Afro Blue	Afro Blue [jazz1350]	minor		35	A	1	Am Bm C Bm Am Am Bm C Bm Am G G F G Am G G F G Am
123	dataset/jazz1350/Afro Centric.xml	Afro Centric	Afro Centric [jazz1350]	major		36	A	1	C C C C Bm Bm Bm Bm C C C C G G G G F F F F Em F Em F F#m7b5 B
124	dataset/jazz1350/After You've Gone.xml	After You've Gone	After You've Gone [jazz1350]	major		37	A	1	F F Fm Bb7 C C Em A7
125	dataset/jazz1350/After You've Gone.xml	After You've Gone	After You've Gone [jazz1350]	major		37	B	2	D7 D7 G7 G7 C C Gm C7
126	dataset/jazz1350/After You've Gone.xml	After You've Gone	After You've Gone [jazz1350]	major		37	A	3	F F Fm Bb7 C C Em A7
127	dataset/jazz1350/After You've Gone.xml	After You've Gone	After You've Gone [jazz1350]	major		37	C	4	Dm A7 Dm Fm Bb7 C Bm E7 Am Am F#dim C A7 Dm G7 C C Gm C7
128	dataset/jazz1350/After You.xml	After You	After You [jazz1350]	major		38	A	1	C G7 C G7 C E7 Am D7 Dm G7 C G7 C G7 C E7 Am D7
129	dataset/jazz1350/After You.xml	After You	After You [jazz1350]	major		38	B	2	G D7 Gm C7 F C7 F Fm Bb7 Dm7b5 G7
130	dataset/jazz1350/After You.xml	After You	After You [jazz1350]	major		38	C	3	C G7 C A7 Dm Fm Em Am D7 G7 C C
131	dataset/jazz1350/Afternoon In Paris.xml	Afternoon In Paris	Afternoon In Paris [jazz1350]	major		39	A	1	C Cm F7 Bb Bbm Eb7 Ab Dm G7 C Dm G7
132	dataset/jazz1350/Afternoon In Paris.xml	Afternoon In Paris	Afternoon In Paris [jazz1350]	major		39	A	2	C Cm F7 Bb Bbm Eb7 Ab Dm G7 C C
133	dataset/jazz1350/Afternoon In Paris.xml	Afternoon In Paris	Afternoon In Paris [jazz1350]	major		39	B	3	Dm G7 C A7 Dm G7 C Dm G7
134	dataset/jazz1350/Afternoon In Paris.xml	Afternoon In Paris	Afternoon In Paris [jazz1350]	major		39	A	4	C Cm F7 Bb Bbm Eb7 Ab Dm G7 C Dm G7
135	dataset/jazz1350/Again.xml	Again	Again [jazz1350]	major		40	A	1	C Am Dm G7 Em A7 Dm G7 Em A7 Dm7b5 G7 E7 A7 Dm G7
136	dataset/jazz1350/Again.xml	Again	Again [jazz1350]	major		40	A	2	C Am Dm G7 Em A7 Dm G7 Em A7 Dm7b5 G7 C Gm C7
137	dataset/jazz1350/Again.xml	Again	Again [jazz1350]	major		40	B	3	F Bb7sus4 C C Gm C7 F Bb7sus4 Em A7 Dm G7
138	dataset/jazz1350/Again.xml	Again	Again [jazz1350]	major		40	C	4	C Am Dm G7 Em A7 Dm G7 Em A7 Dm7b5 G7 C C
139	dataset/jazz1350/Agua De Beber.xml	Agua De Beber	Agua De Beber [jazz1350]	minor		41	intro	1	Am B7 E7 Am B7 E7 Am F Am Am
140	dataset/jazz1350/Agua De Beber.xml	Agua De Beber	Agua De Beber [jazz1350]	minor		41	A	2	B7 E7 Am D7 Dm G7 C C B7 Bb7 Am Abdim C7 B7 B7 E7sus4 Am A7
141	dataset/jazz1350/Agua De Beber.xml	Agua De Beber	Agua De Beber [jazz1350]	minor		41	B	3	D7 Dm Am A7 D7 Dm Am E7
142	dataset/jazz1350/Agua De Beber.xml	Agua De Beber	Agua De Beber [jazz1350]	minor		41	C	4	Am B7 E7 Am B7 E7 Am F Am Am
